age,Computer,TV,Cellphone,Software,Frequency3,Monetary3,Monetary60
19,2,3,0,2,7,1753484.31839276,3437879.12007497
21,1,2,1,1,5,1536127.84941241,5136983.50177648
32,4,2,1,6,13,1656857.97911043,7055971.95857044
32,0,0,2,3,5,1239403.03844788,7050503.76669535
12,4,1,1,3,9,1883031.12404711,8257536.22592439
39,4,2,2,3,11,2544644.93144197,6062910.76613209
17,5,0,0,1,6,1573198.37726337,4755913.85659416
30,2,1,1,6,10,1789433.42446723,4619760.95554512
39,2,3,1,7,13,2442569.27257694,7261630.24144796
26,4,3,0,2,9,1930639.78514423,988108.8947350329
25,1,0,0,7,8,1722260.13301575,5117722.5090217
32,5,2,1,3,11,1854815.10780811,6298543.03749694
37,5,3,1,7,16,2091337.3996778,7376633.67115596
12,0,3,0,7,10,2224347.27921601,4913332.44497521
20,5,0,2,2,9,1842489.68824021,4044763.99724763
16,1,3,0,1,5,1658534.05903046,3702625.63619005
33,1,3,2,7,13,2871165.1347671,9076492.57174722
13,5,0,0,0,5,1690837.83766025,4439963.1662522005
34,6,0,2,5,13,2291863.56917314,4309132.69010716
36,4,3,0,0,7,1644449.91365836,4797868.39550834
38,5,3,1,3,12,2405045.57032511,7253939.74671953
18,5,2,1,6,14,2537858.55309618,9808867.078668801
20,2,3,0,1,6,1628739.87581726,4119692.34658042
17,4,0,2,3,9,1947033.27151912,8552764.59336942
37,3,1,2,2,8,1813753.40530045,3497414.52978807
34,6,3,0,6,15,2721480.74524714,7042671.58193537
13,2,0,2,7,11,1640665.4976433998,4192397.85995259
32,3,1,1,4,9,1808191.96792918,2237112.20118421
23,0,3,0,4,7,1409167.27110154,2924838.07351489
32,2,2,0,3,7,1623464.36487206,7741352.20974913
22,5,3,1,4,13,2519129.21630036,8137144.15134001
20,0,0,2,5,7,1833653.55526019,6122791.86861302
36,3,0,1,5,9,2385448.17063982,8568021.25488644
24,5,2,2,3,12,2217644.23194316,4994600.01550485
33,4,2,0,0,6,1664186.43923485,4729846.80837037
31,4,0,1,5,10,1900608.85165518,7111584.83333239
35,3,2,2,4,11,1804610.87229112,6174337.18289277
27,4,2,2,7,15,2418195.65921651,7629054.09774044
10,6,3,1,6,16,1906009.59705424,7377963.56781582
35,1,3,1,3,8,2071241.35281999,3964868.09846881
27,4,1,1,0,6,1962913.26937395,4550731.89295603
17,0,0,2,2,4,1432285.23900311,4025747.03744237
39,6,1,0,4,11,2088462.32132241,1642695.98397663
23,1,3,1,2,7,1922336.96944022,4408850.16800278
17,0,3,2,7,12,1762158.49910669,5764823.56452352
18,5,2,2,7,16,2697917.91920911,6513043.463351901
17,6,3,2,6,17,2497623.61218859,5221315.70150965
32,2,2,1,5,10,2008763.95011164,2749551.63923614
17,0,3,1,5,9,1958901.30491151,5290987.84689221
31,4,2,2,1,9,2064011.17230641,7195465.37637171
32,5,3,0,2,10,2099466.84222747,3918230.83268784
24,6,1,0,2,9,2020681.48835933,4932760.26038169
40,5,1,0,1,7,1785899.53373683,5364448.82395114
19,6,2,0,1,9,1718092.63185799,4315175.45791922
31,3,2,0,6,11,1805764.83021722,9082371.46981668
36,3,1,2,4,10,1849597.8941586001,3453574.43809793
23,0,0,1,2,3,1276880.12079425,3900871.17565276
36,2,3,1,6,12,2220592.22935138,6859483.81132324
12,0,3,0,6,9,1943853.61482432,6412927.87173989
27,1,0,2,5,8,1756222.04451466,2248148.0113867996
16,5,1,2,0,8,2440047.5006442,4746322.39633397
35,0,0,0,3,3,1620025.26982509,6868887.35885089
13,4,0,0,4,8,1611866.21890231,5968048.44457147
10,6,1,1,4,12,1969238.3184983002,1969238.3184983002
15,1,2,0,6,9,1538568.95202153,6223639.06690725
36,0,1,1,3,5,1201936.06750309,6646732.60173488
24,0,3,1,7,11,1885529.49924379,8190233.23382991
36,1,2,0,6,9,2079996.716916,5326130.1520372005
21,5,3,1,2,11,2431176.11960342,5091693.18192227
30,5,1,2,3,11,1585242.49592326,2614966.63639226
20,3,0,0,5,8,2142950.25777692,5237828.15881008
34,6,3,1,2,12,2501761.34063269,6507510.20966104
28,4,0,2,7,13,3086458.95659298,7676946.09030697
38,3,0,2,0,5,1642332.82831922,4655361.96372374
21,1,2,2,1,6,1793384.16295765,6855808.27848175
36,4,1,0,0,5,1323230.86703641,2694090.42431106
40,5,1,2,1,9,2290029.71873447,6581822.28073507
38,0,3,2,1,6,1454606.59959482,7723166.66268459
16,3,0,2,7,12,2517023.18864893,8959621.02716334
35,3,1,1,6,11,2827108.53816203,5693762.3069188
26,5,1,2,2,10,2186663.09505523,5742779.83367712
21,3,3,0,4,10,2237061.4083945,8762121.63060708
31,2,0,1,5,8,1539551.10150907,6174407.12460115
30,1,1,1,3,6,1253881.20164764,8674604.30661963
25,5,3,0,4,12,1231977.6968595,8429318.15684407
38,0,3,0,5,8,1554021.17236766,7840185.219672299
20,4,2,0,1,7,1131694.691224,4597908.62547147
30,4,1,2,5,12,2025254.8900369,6448535.97861919
27,2,3,1,2,8,2002354.9769599,3487605.35017518
18,3,2,0,0,5,1476521.44705125,4465837.18809504
40,2,3,0,6,11,2137179.48637598,9213156.68234728
14,3,1,0,1,5,1711431.34425205,4913189.45620652
27,2,3,0,3,8,1537228.35456842,4461768.508433
30,5,1,0,7,13,1859456.62648079,6739199.8383085
39,6,1,1,2,10,2192035.19473119,6041302.44166015
32,1,3,1,2,7,1794002.5187455001,5735506.50628825
16,4,3,1,6,14,2216155.86656022,6661111.70291341
22,5,0,2,7,14,2968009.08393437,8869630.25884134
28,1,3,2,6,12,2861926.11152791,4118783.08728546
14,0,1,1,1,3,1578341.19208422,3110099.35120065
15,2,1,2,6,11,2043301.27617905,6648237.75428336
32,3,0,2,2,7,1380546.67083365,6504105.99838542
21,0,3,0,0,3,1532650.95032195,3572774.87608449
24,2,2,2,4,10,2437347.79191334,6011844.16310244
33,1,3,1,6,11,1962053.5204544,5329421.01995648
12,3,1,1,7,12,2175103.40057654,5980653.26585244
29,0,0,1,0,1,1008863.28146242,3919914.75779424
23,6,0,0,2,8,1485166.8863868,5219350.81305564
38,4,2,1,1,8,1433949.52991112,7183168.997697701
18,3,0,1,7,11,2351180.54763209,8137370.969956099
36,1,3,2,6,12,1977313.41256882,7218079.04069068
29,1,1,1,7,10,1961959.6153676999,6882798.61618801
30,0,2,0,2,4,1562024.31042723,3141080.09474904
35,5,0,2,1,8,2133299.0669009998,6332761.10388811
35,0,0,1,4,5,1575381.61221953,4017236.96009528
31,0,3,1,3,7,1687258.52511388,4447223.67983863
17,6,1,2,6,15,2600376.75902356,8148814.45696272
31,4,3,0,5,12,2197571.22412782,3982490.33459792
18,6,0,0,6,12,2344621.72187937,4838032.53349731
12,1,2,2,5,10,2536120.76780019,7680872.32269209
22,2,1,1,4,8,1670683.83765286,5734859.29322194
21,6,1,1,2,10,2088030.33073019,6096610.04972184
40,0,3,1,2,6,1620064.85010451,2301891.45172454
23,0,1,0,7,8,1026531.86418963,6830077.64343615
18,0,2,0,5,7,1666863.85944119,3679773.2280796
17,0,0,1,7,8,1383533.49305776,3207322.44454261
26,0,2,0,0,2,904531.6291319809,2361857.66766116
14,4,3,1,3,11,1921114.11909195,5645552.41527193
24,4,0,2,7,13,2702442.64860736,9815005.94704415
16,4,2,1,1,8,1478342.2792067,3497482.66258471
36,2,3,0,2,7,1223808.50332672,3744086.30744674
37,1,0,1,6,8,1839077.50089068,3939061.47203933
17,4,2,0,5,11,2206194.8214963,4703558.21545864
17,6,3,2,2,13,1988562.4412937001,7592215.17518737
37,5,3,2,1,11,2010045.87852431,10043899.9579666
35,1,2,1,4,8,2484468.80741813,4159495.54667316
30,2,1,0,1,4,1572269.70362608,3741237.67231567
11,2,0,1,1,4,1656324.15360795,6397282.3922539
40,5,1,0,5,11,1856221.98483163,5757660.58529046
15,2,0,2,7,11,1845059.61833271,7813306.38388633
19,3,0,2,7,12,2108588.35910179,8871879.60682387
26,1,1,1,6,9,2152095.17966646,8357436.87351592
38,4,1,2,1,8,2206015.5993012,3204196.89462011
15,6,0,1,2,9,2054385.92471016,6236811.16057709
29,3,1,2,6,12,2407070.44586563,5573565.32996138
23,4,3,0,3,10,2097211.74304349,6326955.35148972
35,1,0,0,7,8,1667632.15333185,6842084.60036167
32,4,2,1,1,8,1806128.16476795,3799100.05507967
10,5,0,1,1,7,1856406.02995438,3670639.45523079
35,6,2,1,6,15,2245170.95667798,5101929.22476277
24,4,0,2,3,9,1657130.15897081,6440085.834653201
18,2,1,1,0,4,1256233.79479139,3116433.43622938
33,2,2,0,1,5,1352948.93585824,10354492.2988138
26,5,2,2,2,11,1862641.52553966,4289668.02613716
40,5,3,1,2,11,1749706.43599174,7131788.52191615
10,4,3,1,5,13,2302824.94932657,8216131.50646968
13,1,2,1,4,8,2142971.42300808,4980578.64111733
19,2,1,1,0,4,934914.725078832,2704661.88177062
10,3,2,1,4,10,1818517.01552764,5133122.09919004
29,3,1,2,6,12,1657828.65754301,7735264.03140055
17,2,0,0,1,3,1456860.29121359,4974494.22830498
36,6,1,0,7,14,2589745.74073849,10396214.6517304
16,4,0,1,5,10,2099315.99823834,7769535.20607352
32,6,2,0,1,9,1984455.50383443,7422523.50497665
12,0,2,1,7,10,1948076.32448511,4198528.14991653
15,1,3,1,0,5,1236983.76166131,6245134.02073202
19,3,3,2,0,8,1832134.41111636,9855208.30769473
38,3,0,0,0,3,905673.0797730241,4841656.67686633
28,6,2,1,4,13,1678244.21774112,10523772.1310324
34,0,3,2,3,8,2417086.44371869,5356204.89518196
13,5,3,1,4,13,2239765.07574262,5910112.91870304
35,2,3,1,0,6,1494466.70610147,5032824.54838033
12,5,1,2,4,12,2067833.93784876,8475509.20415178
39,2,0,0,6,8,1944981.03559221,1168366.78166351
31,1,2,2,5,10,1908643.16529507,2153451.30039587
11,0,1,0,4,5,1306050.77166008,4528924.42394345
23,3,2,1,1,7,1522025.3650668,4088446.06885832
14,6,2,0,6,14,3033159.91057417,3607071.56346915
15,5,2,0,3,10,1264121.99391395,6192227.05689601
10,4,3,2,0,9,2369474.16764079,7218296.38729779
37,4,1,0,7,12,2817506.91303909,7560123.14210539
38,3,2,0,2,7,1378224.9764327,6236539.87427916
12,3,2,2,6,13,1726425.66567686,5507570.67812699
12,1,3,1,7,12,1992989.72247034,5130338.00799367
23,4,3,2,2,11,1901008.14099947,8397039.89618816
32,6,1,1,6,14,2681590.33660443,11280198.254136698
28,4,2,2,2,10,1278273.26078669,5858921.36844332
33,4,2,1,7,14,2367215.6046953,9519057.78799269
19,1,3,0,6,10,2193972.38556369,6334637.96404501
21,4,0,0,2,6,1353711.65423038,4081039.88792055
28,4,0,0,0,4,1377191.60364854,3957788.49379285
11,6,1,1,6,14,2386854.36955037,9225865.29696221
37,3,1,1,4,9,1778388.42064126,7389134.39114127
25,2,1,1,2,6,1656242.47683231,6055869.75148842
21,5,0,1,4,10,1718584.46116687,5800592.94049385
20,5,3,0,2,10,1616885.82058241,4853509.75076173
11,2,0,2,4,8,1632082.70607574,5541768.43933485
27,3,0,2,2,7,1634032.37664134,5386365.53062495
11,1,2,1,5,9,2270850.88074415,5137068.24518223
14,0,3,1,7,11,1968883.44528104,7104994.78093961
15,3,3,1,4,11,2130049.17848757,5833411.97578784
27,0,3,2,1,6,1475665.59970553,4153806.71547056
38,1,0,1,2,4,1509543.50515691,4414150.54692161
31,6,3,0,6,15,2111104.59304225,8024898.77559593
32,0,1,0,7,8,1919770.31027202,5736840.02383667
17,1,1,1,7,10,1784302.52269102,5492488.04521678
32,6,2,0,3,11,2091880.10969952,9505906.82242298
39,0,0,0,4,4,954933.694245685,4398816.06985634
19,2,0,1,5,8,1476407.05514475,3864209.34519037
26,4,1,0,7,12,2389026.77278552,5134999.38914687
29,6,1,1,1,9,1802308.29339929,5440855.37250206
38,6,2,1,7,16,3080074.28568229,7457203.91245311
29,5,3,0,5,13,2115793.77605428,6137384.84486485
31,3,0,2,5,10,2200561.57796205,5577552.22653844
10,4,3,2,5,14,2535051.21074439,7154819.54726811
23,6,3,0,4,13,2334452.77290371,7119158.87749311
17,6,1,1,6,14,3377929.50814174,4979084.17419543
35,1,1,0,6,8,1713736.98949827,3764757.69898453
35,3,2,2,1,8,1581942.52234968,5814421.34065849
36,1,0,0,2,3,1145414.72826151,1104170.40429883
38,0,2,2,7,11,1416256.07969045,2822432.52858883
10,6,2,0,6,14,2210498.81692889,5085845.14845612
19,5,0,0,5,10,2102498.27025419,7720672.1289644
25,3,0,1,3,7,1150053.45861748,7720044.19617484
15,1,3,2,3,9,1712466.70684271,5637892.4594234
39,4,0,0,5,9,1943902.67706052,9104015.395831099
28,5,1,0,1,7,1768725.1376297001,6520421.36235189
37,4,2,0,5,11,2495620.45300277,6690793.30334879
18,5,2,1,5,13,2196815.52549942,7887399.19663351
37,3,3,2,4,12,2369693.17133822,8193549.4342487
14,0,3,2,5,10,2292527.43217481,8581474.689302001
12,4,3,0,6,13,2820082.87977387,5813557.48602866
38,0,0,2,1,3,1327946.4161777,4100298.13304037
27,2,2,2,4,10,1754770.71005034,4813600.58510243
32,2,2,0,7,11,2455669.98768916,8276991.24179446
32,5,1,1,6,13,2487225.79602074,10022187.7174946
36,2,0,1,1,4,1258916.93588586,1955181.8856668
23,2,2,2,2,8,1811718.39281049,4884600.65765941
29,1,1,0,0,2,1074786.31229026,2650622.78904482
39,3,3,1,5,12,2202819.26270766,3870033.13786011
32,4,0,0,5,9,2055494.12304105,4919625.73463291
20,1,0,2,4,7,1384964.74510605,7420833.29235754
26,0,3,1,5,9,1691778.78695075,4425606.09446026
25,1,3,2,7,13,1747259.7123033002,10634069.550332302
38,0,2,1,3,6,1465028.49393283,8035448.62144746
29,4,3,2,0,9,1667863.52779568,6385434.36123496
39,6,1,2,1,10,1635735.94545045,6225934.38301696
22,3,2,1,2,8,1756803.80256482,4655523.76350742
32,6,3,2,7,18,2981193.07473825,6395325.56654038
13,5,2,1,4,12,2189255.25024411,5820698.1823285995
17,6,1,0,4,11,2593748.37941467,7415198.07271491
40,4,2,0,0,6,1651477.75435646,4163962.60474315
34,3,3,2,7,15,2621995.91746564,5306470.30400262
29,0,2,0,5,7,1760805.84785564,6487130.20789817
26,3,3,0,2,8,1871701.42683229,5753295.67515237
39,3,1,2,5,11,1904588.64634482,7081867.33384077
37,0,3,0,0,3,1347152.88040959,4247306.57431425
37,5,3,2,3,13,3091394.90811403,7230943.91299059
20,6,3,0,5,14,2389631.53048142,6606278.21060066
35,6,2,2,2,12,1804481.62596333,5599151.32141111
16,6,2,0,6,14,2669184.84645962,10024584.2690925
31,1,2,0,5,8,1688755.49747201,7364508.93578078
11,1,2,1,6,10,1972922.07336592,9096084.3237529
28,5,2,2,6,15,2198623.84971356,2845582.27264458
28,4,2,2,0,8,1579378.66445537,2898776.19149278
37,4,0,2,6,12,2615433.67013903,4028697.23327298
39,6,2,2,6,16,2246086.72979943,6426346.7358311
26,5,0,2,1,8,2038951.95431292,6448927.63173606
34,4,3,2,1,10,2227076.91529459,6692713.54770294
28,6,0,1,4,11,2428624.99910658,6497297.32794581
19,6,3,2,2,13,2716250.41539858,8500095.03950541
40,5,0,1,6,12,1820036.946157,6472020.45428407
40,5,0,0,4,9,1470083.11804911,2765999.87183234
31,2,1,2,4,9,2000497.28592105,6814798.5975016
33,3,1,2,6,12,1915278.07923639,5273036.35568532
10,5,1,0,3,9,2067840.04587457,6715683.17030785
36,5,1,2,5,13,3080994.33171778,9479648.26032416
32,1,2,2,4,9,2218524.85820305,6199338.60621552
22,5,1,2,4,12,2435953.43490433,3030477.85650484
31,0,3,2,6,11,1848006.85875315,6583982.9593678005
13,0,3,2,6,11,2178077.79180441,4751973.28229252
20,2,3,2,1,8,563249.316289035,7648819.21956611
25,2,0,2,7,11,2412207.69881776,5922771.38952822
26,5,0,1,3,9,1689709.39332942,6542059.50977616
28,3,0,2,4,9,2067553.33040383,4333315.50819149
16,0,3,0,1,4,1269210.4034348999,3017503.08504459
32,0,1,0,5,6,1994634.57025829,6232284.18136471
14,3,2,1,0,6,1875075.23804358,4241288.57300684
30,6,0,0,2,8,2144718.42166466,3834056.7163480003
40,6,3,0,7,16,2715294.13015368,8680169.57914329
25,6,3,0,1,10,1943093.64071207,6304512.77686033
25,1,2,2,3,8,1555193.0748744,5731854.72216918
16,3,1,1,4,9,2040602.75967049,5407601.57567513
36,3,3,0,4,10,2007003.21085007,3826788.78466227
10,6,3,0,5,14,2406585.26363122,5408035.34447146
10,6,1,1,3,11,1533811.88667476,7653946.13419847
38,0,2,2,6,10,1825801.19593598,7917190.89233555
30,3,2,1,2,8,2099474.38314753,5717493.56210023
19,3,1,2,4,10,1861269.88062232,8351624.84285828
30,3,2,0,2,7,2153435.31077474,1886083.04926293
32,2,0,2,1,5,1300376.96099244,3291784.50229359
17,4,3,2,5,14,2705774.60871502,1733975.94485986
10,2,0,2,5,9,1663246.50901398,5560696.30044146
13,4,3,2,4,13,2132913.07607038,6565794.17086156
33,6,1,1,1,9,2145312.43307966,6230607.10380515
34,5,1,1,0,7,1837694.13081991,4926476.7239384
33,2,1,0,2,5,1348652.56694982,5538161.77765824
31,1,3,2,3,9,1951868.09528709,4488564.14790244
29,5,1,1,2,9,2267728.78338207,4435280.91882312
28,0,3,1,7,11,2737968.52567941,5934160.23035031
23,5,3,2,3,13,1827546.77591324,9061454.69388379
35,4,2,2,0,8,1963175.17565661,6203842.92794657
37,6,1,0,1,8,1844911.443258,6649560.85654908
38,2,3,0,2,7,1792411.10800541,5426267.53796938
14,1,3,2,0,6,1722240.71881901,3762206.2193178004
14,3,2,0,3,8,1806341.92905026,1928784.31433128
15,2,0,2,1,5,1327965.38254432,5333039.00190344
11,0,0,0,5,5,1322689.77489385,4640197.35254513
17,5,3,0,7,15,2403028.89905847,7452278.248714
11,2,2,0,5,9,2107970.232795,6656516.05291127
12,2,0,1,0,3,1735897.94953644,5809631.91673309
39,5,2,2,6,15,2918393.46161385,5228393.9821802005
21,5,3,2,7,17,2370715.02526456,8296384.123707599
33,4,2,1,3,10,1996435.173923,7488119.65261742
22,2,0,0,2,4,1542753.95378307,3346978.80273724
19,3,3,1,2,9,2607634.5049291,3255086.04928017
31,4,3,2,3,12,2053556.37673178,7343828.08158899
26,2,3,2,0,7,2189629.31195603,6649705.40647134
13,4,3,2,0,9,1874731.71243409,2367900.78801207
10,2,1,0,5,8,1869744.16436816,8268940.51199315
37,5,2,0,6,13,3106497.70597637,2941556.01699448
18,6,2,0,6,14,1158017.76453646,5041938.11725966
34,5,0,1,3,9,1321323.60469504,5636514.25824676
35,5,2,0,3,10,1616384.34998544,7006478.81223522
29,4,2,1,2,9,2103658.40316893,4585865.66807688
18,6,2,0,3,11,2237169.38115124,4293780.77136758
34,4,1,0,5,10,2474425.00653391,7622144.43170391
32,6,3,2,1,12,2537535.10174875,9377818.35023993
20,3,3,1,5,12,1888727.44250817,4490176.99771928
12,2,3,0,5,10,1892665.64891312,5045567.54750924
38,2,1,1,1,5,1417245.05128252,5261898.06065895
29,4,3,2,1,10,2542270.45826554,5242584.47205726
37,5,0,1,4,10,1445115.73027658,3448618.40443531
26,2,3,1,5,11,2120414.87632931,5924722.0107734
40,0,2,2,7,11,1765614.23227571,2529449.70334809
14,5,2,2,1,10,2132295.9857481,8502495.77181552
24,5,3,0,0,8,1743901.35418425,4046877.81356538
40,1,0,0,4,5,1469341.04813314,2709651.81536062
23,1,1,1,0,3,1436754.45763771,4269504.12498953
39,4,1,2,5,12,2338827.81196647,7032672.03060917
21,1,2,1,4,8,1517928.73078955,7435135.82675099
38,2,1,1,3,7,1844182.59999963,4093858.43428563
29,2,3,0,1,6,1762961.58520201,5650166.41386331
32,0,2,1,6,9,2157375.18665919,9865880.84336292
28,2,1,1,6,10,2198244.66320698,4994731.21186772
14,6,2,2,2,12,2195716.29817449,4197180.89709509
35,0,3,1,4,8,1471796.72448516,6303691.02841907
11,4,3,0,4,11,1882838.69792287,3420753.87960588
20,1,0,1,2,4,1319140.05245694,1262508.64991281
29,1,1,2,1,5,1688869.36997996,4249390.18332942
28,1,2,2,5,10,1707105.30569176,4481015.8150963
22,4,3,2,6,15,2078290.44199254,4846728.84664295
16,2,0,2,2,6,1333654.31867932,6737288.6700085
29,6,0,1,3,10,2325402.83635705,7530905.66808012
39,2,1,2,4,9,1701580.94400038,6330569.54991036
37,4,1,1,1,7,1283356.15364464,5017724.39252876
12,3,2,1,2,8,1911113.37134722,6954553.05803679
21,2,2,0,0,4,1716889.32461083,1992913.60774479
33,4,0,1,1,6,2136252.8603204,7264120.39542836
37,2,0,0,2,4,1479829.52279051,3786518.43601086
35,6,2,2,5,15,1816696.42054116,12256929.943642098
16,0,3,2,7,12,1544678.86034157,7788022.68570276
18,1,1,0,1,3,1362922.02109811,4067952.47260349
18,5,3,2,6,16,2137883.40135046,3505341.95114314
33,3,2,1,4,10,1603014.64874419,5847709.47129127
36,4,3,1,4,12,1478708.89086768,5858245.33748789
24,4,2,0,4,10,1910587.35558534,4568838.10491202
21,2,2,0,5,9,2053995.58810703,4458606.33251081
37,2,0,1,7,10,2125745.83211771,5582659.27869097
10,1,2,1,5,9,1921878.53800056,6112105.4530237
25,5,0,1,2,8,1520675.8427453001,5317055.43402789
19,4,2,1,2,9,1535942.06698092,4289149.766393701
10,2,1,0,0,3,1267140.18059296,2787802.39405635
39,5,2,0,0,7,1753678.16718416,5110481.16255765
27,1,0,2,7,10,2505979.81792055,7066283.00172771
14,0,3,1,4,8,1669583.80818281,4402445.59199448
14,4,3,1,3,11,2668393.70947014,6769573.01540997
13,4,0,1,6,11,1730156.25708507,1941273.06450416
39,4,1,1,1,7,1449449.77926773,5939690.04520338
19,2,3,0,3,8,1706994.88471995,5606462.79686119
22,0,1,0,6,7,1560314.56397999,5686269.77033137
11,3,0,1,7,11,1996151.69099622,7479979.34021831
34,0,3,2,7,12,1871233.83018747,7722181.120099901
14,2,0,0,1,3,958327.5169305521,1114445.52440413
16,6,2,2,6,16,2974420.38015792,8796898.24653382
34,2,3,1,6,12,2208865.46519427,3999330.22116309
21,3,2,2,1,8,1462399.09912769,5570111.69383824
14,6,1,0,2,9,2173875.60952465,4388786.00444365
11,1,2,1,1,5,1246154.31620546,2347895.09691534
12,0,3,1,7,11,1963921.51279781,8158977.034735001
19,2,3,1,0,6,1149884.87268462,3982485.58171668
16,3,0,1,3,7,1792363.43184313,5835664.55530127
28,5,3,1,4,13,2548666.55953262,6678308.374584099
24,3,1,0,2,6,970279.292890497,1130542.27457995
25,3,3,0,7,13,2312326.803482,7278040.97306619
11,0,0,1,2,3,1114613.64270443,5080811.25046849
32,1,2,1,5,9,2123553.06973031,5542336.58270536
37,6,1,1,0,8,1693317.80652857,3152599.11138897
21,3,3,1,3,10,2048142.6577216,3999004.16833729
33,0,0,1,5,6,1340181.72484151,6827252.36278484
18,6,2,2,3,13,2694382.16403389,5615281.94301449
16,6,0,2,3,11,2128014.09451776,3386050.81889246
20,2,3,1,0,6,1420257.33624073,2603057.36890456
26,5,2,0,5,12,2627424.53040654,5783654.66831847
23,6,2,1,1,10,1976951.69112884,4496761.49443351
17,2,1,0,3,6,1846027.97675686,4029645.31987233
40,4,0,1,3,8,1532712.10137483,4407506.68392158
40,0,3,1,3,7,1626247.6840667,3408019.71106214
25,5,1,2,7,15,2713632.31213053,5808140.42508774
12,2,0,2,1,5,1428447.82034163,166770.818065744
17,4,2,1,5,12,1580444.02851079,4972221.18641466
37,3,0,0,3,6,1104890.62757186,5059404.7516082
38,6,2,2,7,17,2558066.01596874,9194137.71722012
15,5,0,2,5,12,3152118.20273276,5610800.85341927
23,0,1,1,0,2,1123829.94017075,4223918.72993621
36,5,1,0,1,7,1064110.50108549,4540337.79150412
38,4,2,1,4,11,1927955.9695376,7179439.74594736
18,3,3,0,1,7,1887490.6928165,4114023.8577676
24,0,3,2,4,9,2364433.53692899,6990336.61714218
15,3,1,2,3,9,1930300.2280602,4980386.57423915
22,1,1,0,1,3,1242970.3419317,6378523.06976576
39,3,1,2,6,12,2195365.03267742,6863236.01288477
29,6,2,0,2,10,2003733.74118292,6785333.10173146
17,4,3,1,6,14,1789328.51155288,9297722.52280576
17,2,2,1,6,11,2585641.8680457002,7560942.62090387
31,1,2,1,5,9,1577434.60896138,4435049.44880929
27,0,0,2,7,9,2103822.49470836,5236590.97360188
36,6,2,1,5,14,2513052.85112485,4860065.16336276
30,1,2,0,6,9,2033513.17762761,4643349.56482132
30,2,1,2,3,8,1282023.72040425,4604907.18083931
21,1,1,0,5,7,1406056.6517415,1833372.06825713
17,4,1,1,6,12,2512580.52175399,8593995.61979229
40,4,2,2,2,10,1745899.23951997,4195731.18986737
21,0,2,1,0,3,2110872.10048706,3408836.40933046
25,2,0,2,6,10,2070368.23923887,7030366.46492396
25,2,0,0,7,9,1472354.00431853,7949421.92595542
23,5,1,2,7,15,3169901.58600302,5649603.45045849
33,5,2,0,7,14,2800040.16350136,8645462.41640878
38,0,2,1,0,3,1007875.91443357,5103342.70976989
10,4,3,0,0,7,1490650.54158654,4726071.05124868
36,5,3,1,3,12,2130219.76799524,4338800.95645373
